node_1;node_2;chunk_id;count;edge
givenname;displayname;6e0f8d0cd2b04d7db4c5c43777103451,6e0f8d0cd2b04d7db4c5c43777103451,6e0f8d0cd2b04d7db4c5c43777103451,6e0f8d0cd2b04d7db4c5c43777103451,6e0f8d0cd2b04d7db4c5c43777103451,6e0f8d0cd2b04d7db4c5c43777103451;6;contextual proximity
givenname;i_directory_maintenance request elements;6e0f8d0cd2b04d7db4c5c43777103451,6e0f8d0cd2b04d7db4c5c43777103451,6e0f8d0cd2b04d7db4c5c43777103451;3;contextual proximity
givenname;i_directory_maintenance response elements;6e0f8d0cd2b04d7db4c5c43777103451,6e0f8d0cd2b04d7db4c5c43777103451,6e0f8d0cd2b04d7db4c5c43777103451;3;contextual proximity
givenname;ldap-directory attributes;6e0f8d0cd2b04d7db4c5c43777103451,6e0f8d0cd2b04d7db4c5c43777103451,6e0f8d0cd2b04d7db4c5c43777103451,6e0f8d0cd2b04d7db4c5c43777103451,6e0f8d0cd2b04d7db4c5c43777103451,6e0f8d0cd2b04d7db4c5c43777103451;6;contextual proximity
givenname;organization;6e0f8d0cd2b04d7db4c5c43777103451,6e0f8d0cd2b04d7db4c5c43777103451,6e0f8d0cd2b04d7db4c5c43777103451,6e0f8d0cd2b04d7db4c5c43777103451,6e0f8d0cd2b04d7db4c5c43777103451,6e0f8d0cd2b04d7db4c5c43777103451;6;contextual proximity
givenname;othername;6e0f8d0cd2b04d7db4c5c43777103451,6e0f8d0cd2b04d7db4c5c43777103451,6e0f8d0cd2b04d7db4c5c43777103451,6e0f8d0cd2b04d7db4c5c43777103451,6e0f8d0cd2b04d7db4c5c43777103451,6e0f8d0cd2b04d7db4c5c43777103451,6e0f8d0cd2b04d7db4c5c43777103451,6e0f8d0cd2b04d7db4c5c43777103451,6e0f8d0cd2b04d7db4c5c43777103451,6e0f8d0cd2b04d7db4c5c43777103451,6e0f8d0cd2b04d7db4c5c43777103451,6e0f8d0cd2b04d7db4c5c43777103451,6e0f8d0cd2b04d7db4c5c43777103451,6e0f8d0cd2b04d7db4c5c43777103451,6e0f8d0cd2b04d7db4c5c43777103451,6e0f8d0cd2b04d7db4c5c43777103451,6e0f8d0cd2b04d7db4c5c43777103451,6e0f8d0cd2b04d7db4c5c43777103451,6e0f8d0cd2b04d7db4c5c43777103451,6e0f8d0cd2b04d7db4c5c43777103451,6e0f8d0cd2b04d7db4c5c43777103451;21;contextual proximity
givenname;sn;6e0f8d0cd2b04d7db4c5c43777103451,6e0f8d0cd2b04d7db4c5c43777103451,6e0f8d0cd2b04d7db4c5c43777103451,6e0f8d0cd2b04d7db4c5c43777103451,6e0f8d0cd2b04d7db4c5c43777103451,6e0f8d0cd2b04d7db4c5c43777103451;6;contextual proximity
givenname;stateorprovincename;6e0f8d0cd2b04d7db4c5c43777103451,6e0f8d0cd2b04d7db4c5c43777103451,6e0f8d0cd2b04d7db4c5c43777103451,6e0f8d0cd2b04d7db4c5c43777103451,6e0f8d0cd2b04d7db4c5c43777103451,6e0f8d0cd2b04d7db4c5c43777103451;6;contextual proximity
givenname;streetaddress;6e0f8d0cd2b04d7db4c5c43777103451,6e0f8d0cd2b04d7db4c5c43777103451,6e0f8d0cd2b04d7db4c5c43777103451,6e0f8d0cd2b04d7db4c5c43777103451,6e0f8d0cd2b04d7db4c5c43777103451,6e0f8d0cd2b04d7db4c5c43777103451;6;contextual proximity
givenname;surname;6e0f8d0cd2b04d7db4c5c43777103451,6e0f8d0cd2b04d7db4c5c43777103451,6e0f8d0cd2b04d7db4c5c43777103451,6e0f8d0cd2b04d7db4c5c43777103451,6e0f8d0cd2b04d7db4c5c43777103451,6e0f8d0cd2b04d7db4c5c43777103451;6;contextual proximity
givenname;telematikid;6e0f8d0cd2b04d7db4c5c43777103451,6e0f8d0cd2b04d7db4c5c43777103451,6e0f8d0cd2b04d7db4c5c43777103451,6e0f8d0cd2b04d7db4c5c43777103451,6e0f8d0cd2b04d7db4c5c43777103451,6e0f8d0cd2b04d7db4c5c43777103451;6;contextual proximity
givenname;vzd;108762d0a67f4b4697d37b9345e5af3c,108762d0a67f4b4697d37b9345e5af3c,108762d0a67f4b4697d37b9345e5af3c;3;contextual proximity
givenname;x509certificateenc;6e0f8d0cd2b04d7db4c5c43777103451,6e0f8d0cd2b04d7db4c5c43777103451,6e0f8d0cd2b04d7db4c5c43777103451,6e0f8d0cd2b04d7db4c5c43777103451,6e0f8d0cd2b04d7db4c5c43777103451,6e0f8d0cd2b04d7db4c5c43777103451;6;contextual proximity
givenname - sn - cn - displayname - streetaddress - postalcode - countrycode - localityname - stateorprovincename - title - organization - othername - telematikid - specialization - domainid - holder - professionoid - maxkomleadr - changedatetimefrom - changedatetimeto;filteroptionen;31e4d69223c0428d8a2c4c3f0ed52a93,31e4d69223c0428d8a2c4c3f0ed52a93;2;contextual proximity
givenname - sn - cn - displayname - streetaddress - postalcode - countrycode - localityname - stateorprovincename - title - organization - othername - telematikid - specialization - domainid - holder - professionoid - maxkomleadr - changedatetimefrom - changedatetimeto;operationen;31e4d69223c0428d8a2c4c3f0ed52a93,31e4d69223c0428d8a2c4c3f0ed52a93;2;contextual proximity
givenname - sn - cn - displayname - streetaddress - postalcode - countrycode - localityname - stateorprovincename - title - organization - othername - telematikid - specialization - domainid - holder - professionoid - maxkomleadr - changedatetimefrom - changedatetimeto;parameter;31e4d69223c0428d8a2c4c3f0ed52a93,31e4d69223c0428d8a2c4c3f0ed52a93;2;contextual proximity
givenname - sn - cn - displayname - streetaddress - postalcode - countrycode - localityname - stateorprovincename - title - organization - othername - telematikid - specialization - domainid - holder - professionoid - maxkomleadr - changedatetimefrom - changedatetimeto;schnittstelle i_directory_maintenance;31e4d69223c0428d8a2c4c3f0ed52a93,31e4d69223c0428d8a2c4c3f0ed52a93;2;contextual proximity
givenname - sn - cn - displayname - streetaddress - postalcode - countrycode - localityname - stateorprovincename - title - organization - othername - telematikid - specialization - domainid - holder - professionoid - maxkomleadr - changedatetimefrom - changedatetimeto;vzd;31e4d69223c0428d8a2c4c3f0ed52a93,31e4d69223c0428d8a2c4c3f0ed52a93;2;contextual proximity
givenname - sn - cn - displayname - streetaddress - postalcode - countrycode - localityname - stateorprovincename - title - organization - othername - telematikid - specialization - domainid - holder - professionoid - maxkomleadr - changedatetimefrom - changedatetimeto;wildcard suche (*);31e4d69223c0428d8a2c4c3f0ed52a93,31e4d69223c0428d8a2c4c3f0ed52a93;2;contextual proximity
gültige ru-/tu-zertifikate;anbieter des vzd;a93f6b15f6fd4c858049dd0f4b10a660,a93f6b15f6fd4c858049dd0f4b10a660;2;contextual proximity
gültige ru-/tu-zertifikate;vzd;a93f6b15f6fd4c858049dd0f4b10a660,a93f6b15f6fd4c858049dd0f4b10a660,a93f6b15f6fd4c858049dd0f4b10a660,a93f6b15f6fd4c858049dd0f4b10a660,a93f6b15f6fd4c858049dd0f4b10a660,a93f6b15f6fd4c858049dd0f4b10a660,a93f6b15f6fd4c858049dd0f4b10a660,a93f6b15f6fd4c858049dd0f4b10a660,a93f6b15f6fd4c858049dd0f4b10a660,a93f6b15f6fd4c858049dd0f4b10a660,a93f6b15f6fd4c858049dd0f4b10a660,a93f6b15f6fd4c858049dd0f4b10a660,a93f6b15f6fd4c858049dd0f4b10a660,a93f6b15f6fd4c858049dd0f4b10a660,a93f6b15f6fd4c858049dd0f4b10a660,a93f6b15f6fd4c858049dd0f4b10a660,a93f6b15f6fd4c858049dd0f4b10a660,a93f6b15f6fd4c858049dd0f4b10a660,a93f6b15f6fd4c858049dd0f4b10a660;19;contextual proximity
gültigkeitsprüfung des zertifikats;anbieter des vzd;a93f6b15f6fd4c858049dd0f4b10a660,a93f6b15f6fd4c858049dd0f4b10a660;2;contextual proximity
gültigkeitsprüfung des zertifikats;vzd;a93f6b15f6fd4c858049dd0f4b10a660,a93f6b15f6fd4c858049dd0f4b10a660,a93f6b15f6fd4c858049dd0f4b10a660,a93f6b15f6fd4c858049dd0f4b10a660,a93f6b15f6fd4c858049dd0f4b10a660,a93f6b15f6fd4c858049dd0f4b10a660,a93f6b15f6fd4c858049dd0f4b10a660,a93f6b15f6fd4c858049dd0f4b10a660,a93f6b15f6fd4c858049dd0f4b10a660,a93f6b15f6fd4c858049dd0f4b10a660,a93f6b15f6fd4c858049dd0f4b10a660,a93f6b15f6fd4c858049dd0f4b10a660,a93f6b15f6fd4c858049dd0f4b10a660,a93f6b15f6fd4c858049dd0f4b10a660,a93f6b15f6fd4c858049dd0f4b10a660,a93f6b15f6fd4c858049dd0f4b10a660,a93f6b15f6fd4c858049dd0f4b10a660,a93f6b15f6fd4c858049dd0f4b10a660,a93f6b15f6fd4c858049dd0f4b10a660;19;contextual proximity
hba eintrag;vzd;108762d0a67f4b4697d37b9345e5af3c,108762d0a67f4b4697d37b9345e5af3c,108762d0a67f4b4697d37b9345e5af3c;3;contextual proximity
hba-eintrag;vzd;108762d0a67f4b4697d37b9345e5af3c,108762d0a67f4b4697d37b9345e5af3c,108762d0a67f4b4697d37b9345e5af3c;3;contextual proximity
http-statuscode;fad;e00b20b5d8aa4d1598485d87aff00410,e00b20b5d8aa4d1598485d87aff00410,e00b20b5d8aa4d1598485d87aff00410,e00b20b5d8aa4d1598485d87aff00410;4;contextual proximity
http-statuscode;ldap client des fad;e00b20b5d8aa4d1598485d87aff00410,e00b20b5d8aa4d1598485d87aff00410;2;contextual proximity
http-statuscode;le;e00b20b5d8aa4d1598485d87aff00410,e00b20b5d8aa4d1598485d87aff00410;2;contextual proximity
http-statuscode;modify_directory_fa-attributes (rest);e00b20b5d8aa4d1598485d87aff00410,e00b20b5d8aa4d1598485d87aff00410,e00b20b5d8aa4d1598485d87aff00410,e00b20b5d8aa4d1598485d87aff00410,e00b20b5d8aa4d1598485d87aff00410,e00b20b5d8aa4d1598485d87aff00410;6;contextual proximity
http-statuscode;modify_directory_fa-attributes(ldapv3);e00b20b5d8aa4d1598485d87aff00410,e00b20b5d8aa4d1598485d87aff00410,e00b20b5d8aa4d1598485d87aff00410,e00b20b5d8aa4d1598485d87aff00410,e00b20b5d8aa4d1598485d87aff00410,e00b20b5d8aa4d1598485d87aff00410,e00b20b5d8aa4d1598485d87aff00410,e00b20b5d8aa4d1598485d87aff00410,e00b20b5d8aa4d1598485d87aff00410,e00b20b5d8aa4d1598485d87aff00410;10;contextual proximity
http-statuscode;rest;e00b20b5d8aa4d1598485d87aff00410,e00b20b5d8aa4d1598485d87aff00410,e00b20b5d8aa4d1598485d87aff00410,e00b20b5d8aa4d1598485d87aff00410;4;contextual proximity
http-statuscode;rfc4511;e00b20b5d8aa4d1598485d87aff00410,e00b20b5d8aa4d1598485d87aff00410;2;contextual proximity
http-statuscode;schnittstelle i_directory_administration;e00b20b5d8aa4d1598485d87aff00410,e00b20b5d8aa4d1598485d87aff00410;2;contextual proximity
http-statuscode;tabelle 21: tab_tuc_vzd_0011;e00b20b5d8aa4d1598485d87aff00410,e00b20b5d8aa4d1598485d87aff00410;2;contextual proximity
http-statuscode;tls-verbindung;e00b20b5d8aa4d1598485d87aff00410,e00b20b5d8aa4d1598485d87aff00410;2;contextual proximity
http-statuscode;tuc_vzd_0011;e00b20b5d8aa4d1598485d87aff00410,e00b20b5d8aa4d1598485d87aff00410;2;contextual proximity
http-statuscode;tuc_vzd_0014;e00b20b5d8aa4d1598485d87aff00410,e00b20b5d8aa4d1598485d87aff00410;2;contextual proximity
http-statuscode;vzd;e00b20b5d8aa4d1598485d87aff00410,e00b20b5d8aa4d1598485d87aff00410,e00b20b5d8aa4d1598485d87aff00410,e00b20b5d8aa4d1598485d87aff00410,e00b20b5d8aa4d1598485d87aff00410,e00b20b5d8aa4d1598485d87aff00410;6;contextual proximity
http-statuscode;zulässige organisationen;e00b20b5d8aa4d1598485d87aff00410,e00b20b5d8aa4d1598485d87aff00410;2;contextual proximity
i_directory_application_maintenance;directorymaintenance.wsdl and directorymaintenance.xsd;c9ceb7244d4a48889f9a8fad194aa7d7,c9ceb7244d4a48889f9a8fad194aa7d7,c9ceb7244d4a48889f9a8fad194aa7d7;3;contextual proximity
i_directory_application_maintenance;fachdienst;c9ceb7244d4a48889f9a8fad194aa7d7,c9ceb7244d4a48889f9a8fad194aa7d7,c9ceb7244d4a48889f9a8fad194aa7d7;3;contextual proximity
i_directory_application_maintenance;fad;c25e85434e094890a6ca1537b0dfa0a8,c9ceb7244d4a48889f9a8fad194aa7d7,c9ceb7244d4a48889f9a8fad194aa7d7,c9ceb7244d4a48889f9a8fad194aa7d7,c9ceb7244d4a48889f9a8fad194aa7d7,c9ceb7244d4a48889f9a8fad194aa7d7,c9ceb7244d4a48889f9a8fad194aa7d7;7;contextual proximity
i_directory_application_maintenance;id.zd.tls-s;c9ceb7244d4a48889f9a8fad194aa7d7,c9ceb7244d4a48889f9a8fad194aa7d7,c9ceb7244d4a48889f9a8fad194aa7d7;3;contextual proximity
i_directory_application_maintenance;ldap directory;c9ceb7244d4a48889f9a8fad194aa7d7,c9ceb7244d4a48889f9a8fad194aa7d7,c9ceb7244d4a48889f9a8fad194aa7d7;3;contextual proximity
i_directory_application_maintenance;modify_directory_entry;c9ceb7244d4a48889f9a8fad194aa7d7,c9ceb7244d4a48889f9a8fad194aa7d7,c9ceb7244d4a48889f9a8fad194aa7d7,c9ceb7244d4a48889f9a8fad194aa7d7,c9ceb7244d4a48889f9a8fad194aa7d7,c9ceb7244d4a48889f9a8fad194aa7d7,c9ceb7244d4a48889f9a8fad194aa7d7,c9ceb7244d4a48889f9a8fad194aa7d7,c9ceb7244d4a48889f9a8fad194aa7d7,c9ceb7244d4a48889f9a8fad194aa7d7,c9ceb7244d4a48889f9a8fad194aa7d7,c9ceb7244d4a48889f9a8fad194aa7d7;12;contextual proximity
i_directory_application_maintenance;ocsp;c9ceb7244d4a48889f9a8fad194aa7d7,c9ceb7244d4a48889f9a8fad194aa7d7,c9ceb7244d4a48889f9a8fad194aa7d7;3;contextual proximity
i_directory_application_maintenance;soap request;c9ceb7244d4a48889f9a8fad194aa7d7,c9ceb7244d4a48889f9a8fad194aa7d7,c9ceb7244d4a48889f9a8fad194aa7d7;3;contextual proximity
i_directory_application_maintenance;tls-gesicherte verbindung;c9ceb7244d4a48889f9a8fad194aa7d7,c9ceb7244d4a48889f9a8fad194aa7d7,c9ceb7244d4a48889f9a8fad194aa7d7,c9ceb7244d4a48889f9a8fad194aa7d7,c9ceb7244d4a48889f9a8fad194aa7d7,c9ceb7244d4a48889f9a8fad194aa7d7,c9ceb7244d4a48889f9a8fad194aa7d7,c9ceb7244d4a48889f9a8fad194aa7d7,c9ceb7244d4a48889f9a8fad194aa7d7;9;contextual proximity
i_directory_application_maintenance;tuc_vzd_0004;c9ceb7244d4a48889f9a8fad194aa7d7,c9ceb7244d4a48889f9a8fad194aa7d7,c9ceb7244d4a48889f9a8fad194aa7d7,c9ceb7244d4a48889f9a8fad194aa7d7,c9ceb7244d4a48889f9a8fad194aa7d7,c9ceb7244d4a48889f9a8fad194aa7d7;6;contextual proximity
i_directory_application_maintenance;vzd;c25e85434e094890a6ca1537b0dfa0a8,c9ceb7244d4a48889f9a8fad194aa7d7,c9ceb7244d4a48889f9a8fad194aa7d7,c9ceb7244d4a48889f9a8fad194aa7d7,c9ceb7244d4a48889f9a8fad194aa7d7,c9ceb7244d4a48889f9a8fad194aa7d7,c9ceb7244d4a48889f9a8fad194aa7d7;7;contextual proximity
i_directory_application_maintenance;webservice;c9ceb7244d4a48889f9a8fad194aa7d7,c9ceb7244d4a48889f9a8fad194aa7d7,c9ceb7244d4a48889f9a8fad194aa7d7,c9ceb7244d4a48889f9a8fad194aa7d7,c9ceb7244d4a48889f9a8fad194aa7d7,c9ceb7244d4a48889f9a8fad194aa7d7;6;contextual proximity
i_directory_maintenance request elements;cn;6e0f8d0cd2b04d7db4c5c43777103451,6e0f8d0cd2b04d7db4c5c43777103451;2;contextual proximity
i_directory_maintenance request elements;displayname;6e0f8d0cd2b04d7db4c5c43777103451,6e0f8d0cd2b04d7db4c5c43777103451;2;contextual proximity
i_directory_maintenance request elements;givenname;6e0f8d0cd2b04d7db4c5c43777103451,6e0f8d0cd2b04d7db4c5c43777103451,6e0f8d0cd2b04d7db4c5c43777103451;3;contextual proximity
i_directory_maintenance request elements;ldap-directory attributes;6e0f8d0cd2b04d7db4c5c43777103451,6e0f8d0cd2b04d7db4c5c43777103451;2;contextual proximity
i_directory_maintenance request elements;organization;6e0f8d0cd2b04d7db4c5c43777103451,6e0f8d0cd2b04d7db4c5c43777103451;2;contextual proximity
i_directory_maintenance request elements;othername;6e0f8d0cd2b04d7db4c5c43777103451,6e0f8d0cd2b04d7db4c5c43777103451,6e0f8d0cd2b04d7db4c5c43777103451,6e0f8d0cd2b04d7db4c5c43777103451,6e0f8d0cd2b04d7db4c5c43777103451,6e0f8d0cd2b04d7db4c5c43777103451,6e0f8d0cd2b04d7db4c5c43777103451;7;contextual proximity
i_directory_maintenance request elements;sn;6e0f8d0cd2b04d7db4c5c43777103451,6e0f8d0cd2b04d7db4c5c43777103451;2;contextual proximity
i_directory_maintenance request elements;stateorprovincename;6e0f8d0cd2b04d7db4c5c43777103451,6e0f8d0cd2b04d7db4c5c43777103451;2;contextual proximity
i_directory_maintenance request elements;streetaddress;6e0f8d0cd2b04d7db4c5c43777103451,6e0f8d0cd2b04d7db4c5c43777103451;2;contextual proximity
i_directory_maintenance request elements;surname;6e0f8d0cd2b04d7db4c5c43777103451,6e0f8d0cd2b04d7db4c5c43777103451;2;contextual proximity
i_directory_maintenance request elements;telematikid;6e0f8d0cd2b04d7db4c5c43777103451,6e0f8d0cd2b04d7db4c5c43777103451;2;contextual proximity
i_directory_maintenance request elements;x509certificateenc;6e0f8d0cd2b04d7db4c5c43777103451,6e0f8d0cd2b04d7db4c5c43777103451;2;contextual proximity
i_directory_maintenance response elements;cn;6e0f8d0cd2b04d7db4c5c43777103451,6e0f8d0cd2b04d7db4c5c43777103451;2;contextual proximity
i_directory_maintenance response elements;displayname;6e0f8d0cd2b04d7db4c5c43777103451,6e0f8d0cd2b04d7db4c5c43777103451;2;contextual proximity
i_directory_maintenance response elements;givenname;6e0f8d0cd2b04d7db4c5c43777103451,6e0f8d0cd2b04d7db4c5c43777103451,6e0f8d0cd2b04d7db4c5c43777103451;3;contextual proximity
i_directory_maintenance response elements;ldap-directory attributes;6e0f8d0cd2b04d7db4c5c43777103451,6e0f8d0cd2b04d7db4c5c43777103451;2;contextual proximity
i_directory_maintenance response elements;organization;6e0f8d0cd2b04d7db4c5c43777103451,6e0f8d0cd2b04d7db4c5c43777103451;2;contextual proximity
i_directory_maintenance response elements;othername;6e0f8d0cd2b04d7db4c5c43777103451,6e0f8d0cd2b04d7db4c5c43777103451,6e0f8d0cd2b04d7db4c5c43777103451,6e0f8d0cd2b04d7db4c5c43777103451,6e0f8d0cd2b04d7db4c5c43777103451,6e0f8d0cd2b04d7db4c5c43777103451,6e0f8d0cd2b04d7db4c5c43777103451;7;contextual proximity
i_directory_maintenance response elements;sn;6e0f8d0cd2b04d7db4c5c43777103451,6e0f8d0cd2b04d7db4c5c43777103451;2;contextual proximity
i_directory_maintenance response elements;stateorprovincename;6e0f8d0cd2b04d7db4c5c43777103451,6e0f8d0cd2b04d7db4c5c43777103451;2;contextual proximity
i_directory_maintenance response elements;streetaddress;6e0f8d0cd2b04d7db4c5c43777103451,6e0f8d0cd2b04d7db4c5c43777103451;2;contextual proximity
i_directory_maintenance response elements;surname;6e0f8d0cd2b04d7db4c5c43777103451,6e0f8d0cd2b04d7db4c5c43777103451;2;contextual proximity
i_directory_maintenance response elements;telematikid;6e0f8d0cd2b04d7db4c5c43777103451,6e0f8d0cd2b04d7db4c5c43777103451;2;contextual proximity
i_directory_maintenance response elements;x509certificateenc;6e0f8d0cd2b04d7db4c5c43777103451,6e0f8d0cd2b04d7db4c5c43777103451;2;contextual proximity
id.zd.tls-s;fad;c9ceb7244d4a48889f9a8fad194aa7d7,c9ceb7244d4a48889f9a8fad194aa7d7;2;contextual proximity
id.zd.tls-s;i_directory_application_maintenance;c9ceb7244d4a48889f9a8fad194aa7d7,c9ceb7244d4a48889f9a8fad194aa7d7,c9ceb7244d4a48889f9a8fad194aa7d7;3;contextual proximity
id.zd.tls-s;modify_directory_entry;c9ceb7244d4a48889f9a8fad194aa7d7,c9ceb7244d4a48889f9a8fad194aa7d7,c9ceb7244d4a48889f9a8fad194aa7d7,c9ceb7244d4a48889f9a8fad194aa7d7;4;contextual proximity
id.zd.tls-s;tls-gesicherte verbindung;c9ceb7244d4a48889f9a8fad194aa7d7,c9ceb7244d4a48889f9a8fad194aa7d7,c9ceb7244d4a48889f9a8fad194aa7d7;3;contextual proximity
id.zd.tls-s;tuc_vzd_0004;c9ceb7244d4a48889f9a8fad194aa7d7,c9ceb7244d4a48889f9a8fad194aa7d7;2;contextual proximity
id.zd.tls-s;vzd;c9ceb7244d4a48889f9a8fad194aa7d7,c9ceb7244d4a48889f9a8fad194aa7d7;2;contextual proximity
id.zd.tls-s;webservice;c9ceb7244d4a48889f9a8fad194aa7d7,c9ceb7244d4a48889f9a8fad194aa7d7;2;contextual proximity
im jeweiligen zertifikat enthaltene telematik-id (feld registrationnumber der extension admission);betriebsstätte;db9cf8cea2ff407c95018d11f28e5487,db9cf8cea2ff407c95018d11f28e5487;2;contextual proximity
im jeweiligen zertifikat enthaltene telematik-id (feld registrationnumber der extension admission);professionoid;db9cf8cea2ff407c95018d11f28e5487,db9cf8cea2ff407c95018d11f28e5487;2;contextual proximity
im jeweiligen zertifikat enthaltene telematik-id (feld registrationnumber der extension admission);vzd;db9cf8cea2ff407c95018d11f28e5487,db9cf8cea2ff407c95018d11f28e5487,db9cf8cea2ff407c95018d11f28e5487;3;contextual proximity
im zertifikat enthaltene oid (extension admission, attribut professionoid);betriebsstätte;db9cf8cea2ff407c95018d11f28e5487,db9cf8cea2ff407c95018d11f28e5487;2;contextual proximity
im zertifikat enthaltene oid (extension admission, attribut professionoid);professionoid;db9cf8cea2ff407c95018d11f28e5487,db9cf8cea2ff407c95018d11f28e5487;2;contextual proximity
im zertifikat enthaltene oid (extension admission, attribut professionoid);vzd;db9cf8cea2ff407c95018d11f28e5487,db9cf8cea2ff407c95018d11f28e5487,db9cf8cea2ff407c95018d11f28e5487;3;contextual proximity
informationsmodell des vzd;produkttyp;fccf651661294faea9a65c96811723a0,fccf651661294faea9a65c96811723a0;2;contextual proximity
informationsmodell des vzd;spezifikation des verzeichnisdienstes;fccf651661294faea9a65c96811723a0,fccf651661294faea9a65c96811723a0,fccf651661294faea9a65c96811723a0,fccf651661294faea9a65c96811723a0;4;contextual proximity
informationsmodell des vzd;vzd;fccf651661294faea9a65c96811723a0,fccf651661294faea9a65c96811723a0;2;contextual proximity
ipv4 and ipv6;anbieter des vzd;a93f6b15f6fd4c858049dd0f4b10a660,a93f6b15f6fd4c858049dd0f4b10a660;2;contextual proximity
ipv4 and ipv6;vzd;a93f6b15f6fd4c858049dd0f4b10a660,a93f6b15f6fd4c858049dd0f4b10a660,a93f6b15f6fd4c858049dd0f4b10a660,a93f6b15f6fd4c858049dd0f4b10a660,a93f6b15f6fd4c858049dd0f4b10a660,a93f6b15f6fd4c858049dd0f4b10a660,a93f6b15f6fd4c858049dd0f4b10a660,a93f6b15f6fd4c858049dd0f4b10a660,a93f6b15f6fd4c858049dd0f4b10a660,a93f6b15f6fd4c858049dd0f4b10a660,a93f6b15f6fd4c858049dd0f4b10a660,a93f6b15f6fd4c858049dd0f4b10a660,a93f6b15f6fd4c858049dd0f4b10a660,a93f6b15f6fd4c858049dd0f4b10a660,a93f6b15f6fd4c858049dd0f4b10a660,a93f6b15f6fd4c858049dd0f4b10a660,a93f6b15f6fd4c858049dd0f4b10a660,a93f6b15f6fd4c858049dd0f4b10a660,a93f6b15f6fd4c858049dd0f4b10a660;19;contextual proximity
klassifizierung: öffentlich;gematik;bb5e7295144445d98aa395bb98ebd1c9,bb5e7295144445d98aa395bb98ebd1c9;2;contextual proximity
klassifizierung: öffentlich;spezifikation verzeichnisdienst;bb5e7295144445d98aa395bb98ebd1c9,bb5e7295144445d98aa395bb98ebd1c9,bb5e7295144445d98aa395bb98ebd1c9,bb5e7295144445d98aa395bb98ebd1c9,bb5e7295144445d98aa395bb98ebd1c9,bb5e7295144445d98aa395bb98ebd1c9,bb5e7295144445d98aa395bb98ebd1c9;7;contextual proximity
kom-le adresse;fad;ccbd572b377d443a913c83785fc31dcc,ccbd572b377d443a913c83785fc31dcc,ccbd572b377d443a913c83785fc31dcc;3;contextual proximity
kom-le adresse;vzd;ccbd572b377d443a913c83785fc31dcc,ccbd572b377d443a913c83785fc31dcc,ccbd572b377d443a913c83785fc31dcc,ccbd572b377d443a913c83785fc31dcc,ccbd572b377d443a913c83785fc31dcc;5;contextual proximity
kom-le adressen;anbieter des vzd;a93f6b15f6fd4c858049dd0f4b10a660,a93f6b15f6fd4c858049dd0f4b10a660;2;contextual proximity
kom-le adressen;vzd;a93f6b15f6fd4c858049dd0f4b10a660,a93f6b15f6fd4c858049dd0f4b10a660,a93f6b15f6fd4c858049dd0f4b10a660,a93f6b15f6fd4c858049dd0f4b10a660,a93f6b15f6fd4c858049dd0f4b10a660,a93f6b15f6fd4c858049dd0f4b10a660,a93f6b15f6fd4c858049dd0f4b10a660,a93f6b15f6fd4c858049dd0f4b10a660,a93f6b15f6fd4c858049dd0f4b10a660,a93f6b15f6fd4c858049dd0f4b10a660,a93f6b15f6fd4c858049dd0f4b10a660,a93f6b15f6fd4c858049dd0f4b10a660,a93f6b15f6fd4c858049dd0f4b10a660,a93f6b15f6fd4c858049dd0f4b10a660,a93f6b15f6fd4c858049dd0f4b10a660,a93f6b15f6fd4c858049dd0f4b10a660,a93f6b15f6fd4c858049dd0f4b10a660,a93f6b15f6fd4c858049dd0f4b10a660,a93f6b15f6fd4c858049dd0f4b10a660;19;contextual proximity
kom-le_version;fad;ccbd572b377d443a913c83785fc31dcc,ccbd572b377d443a913c83785fc31dcc,ccbd572b377d443a913c83785fc31dcc;3;contextual proximity
kom-le_version;vzd;ccbd572b377d443a913c83785fc31dcc,ccbd572b377d443a913c83785fc31dcc,ccbd572b377d443a913c83785fc31dcc,ccbd572b377d443a913c83785fc31dcc,ccbd572b377d443a913c83785fc31dcc;5;contextual proximity
komledata eintrag;betriebsstätte;db9cf8cea2ff407c95018d11f28e5487,db9cf8cea2ff407c95018d11f28e5487;2;contextual proximity
komledata eintrag;professionoid;db9cf8cea2ff407c95018d11f28e5487,db9cf8cea2ff407c95018d11f28e5487;2;contextual proximity
komledata eintrag;vzd;db9cf8cea2ff407c95018d11f28e5487,db9cf8cea2ff407c95018d11f28e5487,db9cf8cea2ff407c95018d11f28e5487;3;contextual proximity
ldap client;filteroptionen;31e4d69223c0428d8a2c4c3f0ed52a93,31e4d69223c0428d8a2c4c3f0ed52a93;2;contextual proximity
ldap client;operationen;31e4d69223c0428d8a2c4c3f0ed52a93,31e4d69223c0428d8a2c4c3f0ed52a93;2;contextual proximity
ldap client;parameter;31e4d69223c0428d8a2c4c3f0ed52a93,31e4d69223c0428d8a2c4c3f0ed52a93;2;contextual proximity
ldap client;schnittstelle i_directory_maintenance;31e4d69223c0428d8a2c4c3f0ed52a93,31e4d69223c0428d8a2c4c3f0ed52a93;2;contextual proximity
ldap client;vzd;31e4d69223c0428d8a2c4c3f0ed52a93,31e4d69223c0428d8a2c4c3f0ed52a93;2;contextual proximity
ldap client;wildcard suche (*);31e4d69223c0428d8a2c4c3f0ed52a93,31e4d69223c0428d8a2c4c3f0ed52a93;2;contextual proximity
